data,topic,country,language
"{""question"": ""Движение разрешено:"", ""options"": [""Прямо."", ""Направо в первый проезд."", ""Направо во второй проезд."", ""Направо в первый и второй проезды.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/9.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Движение разрешено:"", ""options"": [""Направо в первый проезд."", ""Прямо и направо в первый проезд.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/10.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Данный светофор запрещает движение:"", ""options"": [""Только налево."", ""Прямо и налево."", ""Прямо и направо."", ""Только направо.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/11.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Если руки регулировщика вытянуты в стороны или опущены, то движение безрельсовым транспортным средствам разрешено:"", ""options"": [""Со стороны груди и спины - только направо."", ""Со стороны левого и правого боков - прямо и направо."", ""Со стороны левого и правого боков - только прямо.""], ""correct_index"": 1, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Водитель красного автомобиля:"", ""options"": [""Должен уступить дорогу."", ""Имеет право на первоочередное движение.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/12.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Каким транспортным средствам разрешено движение?"", ""options"": [""Желтому и красному автомобилям."", ""Зеленому, красному и белому автомобилям."", ""Белому и зеленому автомобилям.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/13.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""При каком сигнале светофора водителю автомобиля можно закончить разворот?"", ""options"": [""При красном."", ""При зеленом."", ""При любом.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/14.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Что означает желтый и красный сигналы светофора, включенные одновременно?"", ""options"": [""Можно начинать движение."", ""Запрещают движение и предупреждают, что вскоре будет включен зеленый сигнал."", ""К перекрестку приближается транспортное средство, подающее специальные звуковые или проблесковые световые сигналы.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/15.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""На каком рисунке водитель поворачивает правильно?"", ""options"": [""На левом рисунке."", ""На правом рисунке.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/16.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Должен ли водитель трамвая при движении на зеленый сигнал светoфора уступить дорогу транспортным средствам, движущимся с других направлений?"", ""options"": [""Должен."", ""Не должен.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/17.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Данный светофор применяется для регулирования движения:"", ""options"": [""По всей ширине проезжей части."", ""По полосам проезжей части, направление движения по которым может изменяться на противоположное."", ""Только по полосам предназначенным для движения транспортных средств общего пользования.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/18.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Если правая рука регулировщика вытянута вперед, то движение безрельсовым транспортным средствам со стороны левого бока разрешено:"", ""options"": [""Во всех направлениях."", ""Только налево. Если правая рука регулировщика вытянута вперед, то движение безрельсовым транспортным средствам со стороны левого бока разрешено:""], ""correct_index"": 0, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Каким транспортным средствам разрешено движение при этом сигнале светофора?"", ""options"": [""Трамваю, желтому и красному автомобилям."", ""Желтому и красному автомобилям."", ""Всем транспортным средствам.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/19.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Движение разрешено:"", ""options"": [""Всем транспортным средствам."", ""Мотоциклу."", ""Автомобилю и мотоциклу.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/20.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Если руки регулировщика вытянуты в стороны или опущены, то движение безрельсовым транспортным средствам со стороны левого и правого боков разрешено:"", ""options"": [""Прямо и направо."", ""Только прямо.""], ""correct_index"": 0, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Водитель какого транспортного средства имеет преимущество в движении?"", ""options"": [""Водитель автомобиля."", ""Водитель трамвая.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/21.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Движение запрещено:"", ""options"": [""Зеленому и белому автомобилям."", ""Белому, синему и зеленому автомобилям."", ""Белому и желтому автомобилям."", ""Зеленому и желтому автомобилям.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/22.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""При красном сигнале данного светофора движение запрещается:"", ""options"": [""По всей ширине проезжей части."", ""Со скоростью менее 50 кмч."", ""По полосе, над которой он расположен.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/23.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Что означает круглый зеленый мигающий сигнал светофора?"", ""options"": [""Информирует, что въезд на перекресток запрещен."", ""Разрешает движение и информирует, что время его действия истекает и вскоре будет включен запрещающий сигнал.""], ""correct_index"": 1, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Транспортные средства проедут перекресток в следующем порядке?"", ""options"": [""Трамвай, красный, зеленый автомобили."", ""Красный автомобиль, трамвай одновременно с зеленым автомобилем."", ""Трамвай одновременно с зеленым автомобилем, красный автомобиль.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/24.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""В каком ответе правильно названы все транспортные средства, которым разрешено движение?"", ""options"": [""Автомобили и мотоцикл."", ""Все транспортные средства."", ""Автомобили и трамвай.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/25.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Если правая рука регулировщика вытянута вперед, то движение безрельсовым транспортным средствам со стороны левого бока разрешено:"", ""options"": [""Прямо и налево."", ""Во всех направлениях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Движение запрещено:"", ""options"": [""Сине-желтому автомобилю-налево."", ""Сине-желтому автомобилю-прямо, красному автомобилю-прямо и направо."", ""Красному автомобилю.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/26.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""В каком направлении разрешено движение?"", ""options"": [""Прямо и направо в первый проезд."", ""Направо в первый проезд."", ""Направо во второй проезд."", ""Направо в первый и второй проезды.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/27.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Первым проедет перекресток:"", ""options"": [""Красный автомобиль."", ""Синий автомобиль."", ""Зеленый автомобиль.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/28.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""На каком рисунке водитель поворачивает правильно?"", ""options"": [""На левом рисунке."", ""На правом рисунке."", ""На обоих рисунках.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/29.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Красный автомобиль проедет перекресток:"", ""options"": [""Первым."", ""Вторым."", ""Третьим."", ""Последним.""], ""correct_index"": 3, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/30.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Данный светофор применяется для регулирования движения:"", ""options"": [""Трамваев и троллейбусов."", ""Только трамваев."", ""Трамваев, а также других транспортных средств общего пользования по обособленной полосе.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/31.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Автомобиль проедет перекресток:"", ""options"": [""Первым."", ""Вторым.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/32.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Движение разрешено:"", ""options"": [""Сине-желтому автомобилю-прямо, красному-направо."", ""Красному автомобилю-прямо и направо, сине-желтому-прямо."", ""Обоим автомобилям только прямо.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/33.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Движение разрешено:"", ""options"": [""Красному автомобилю."", ""Мотоциклу."", ""Трамваю и красному автомобилю."", ""Трамваю."", ""Синему автомобилю.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/34.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Разрешается ли движение по обозначенной траектории, когда реверсивные светофоры выключены?"", ""options"": [""Разрешается."", ""Разрешается, с целью обгона."", ""Запрещается."", ""Разрешается, при отсутствии встречного транспортного средства.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/35.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Какие транспортные средства имеют право продолжить движение в данной ситуации?"", ""options"": [""Легковой автомобиль - прямо, патрульный автомобиль - по всем направлениям, автобус - только направо."", ""Только патрульный автомобиль - по всем направлениям."", ""Патрульный автомобиль - по всем направлениям, автобус - только направо.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/36.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""О чем информирует сигнал светофора?"", ""options"": [""Светофор неисправен."", ""При проезде перекрестка водители должны руководствоваться требованиями дорожных знаков."", ""Водители должны дождаться разрешающего сигнала светофора.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/37.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Разрешается ли водителю легкового автомобиля объехать автобус, когда отключен реверсивный светофор?"", ""options"": [""Разрешается."", ""Разрешается, если автобус движется со скоростью 30кмч."", ""Разрешается, если нет транспортных средств, двигающихся навстречу."", ""Запрещается.""], ""correct_index"": 3, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/38.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Какое транспортное средство должно уступить дорогу?"", ""options"": [""Автобус."", ""Мотоцикл и легковой автомобиль.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/39.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Продолжить движение по обозначенным траекториям имеют право:"", ""options"": [""Водитель грузового автомобиля."", ""Водители автобуса и грузового автомобилей."", ""Водители легкового автомобиля и автобуса."", ""Водитель автобуса.""], ""correct_index"": 3, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/40.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Транспортные средства проедут перекресток в следующем порядке:"", ""options"": [""Трамвай, легковой автомобиль, автобус."", ""Легковой автомобиль, трамвай, автобус."", ""Легковой автомобиль, автобус, трамвай.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/41.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""В данной ситуации по обозначенным траекториям имеют право на движение:"", ""options"": [""Водитель желтого автобуса."", ""Водитель легкового автомобиля."", ""Водители желтого автобуса и легкового автомобиля.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/42.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Имеет ли право водитель автобуса двигаться прямо в данной ситуации?"", ""options"": [""Имеет право."", ""Не имеет право."", ""Имеет право, если он движется по обозначенному маршруту.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/43.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""В каком направлении водитель может продолжить движение?"", ""options"": [""Направо, в первый проезд."", ""Направо, в первый и второй проезд."", ""Налево, в первый проезд.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/44.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""При повороте направо водитель должен уступить дорогу:"", ""options"": [""Только велосипедисту."", ""Только пешеходам."", ""Пешеходам и велосипедисту."", ""Может продолжать движение без остановки.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/45.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Транспортные средства проедут перекресток в следующем порядке:"", ""options"": [""Трамвай, автобус, грузовой автомобиль, мотоцикл."", ""Автобус, грузовой автомобиль, трамвай, мотоцикл."", ""Автобус, трамвай и мотоцикл, грузовой автомобиль.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/6/images/46.jpg""}","Группа № 6. Перекресток (регулируемый, светофор)",am,ru
"{""question"": ""Что обозначает сплошная желтая линия горизонтальной разметки?"", ""options"": [""Место, где запрещается остановка и стоянка транспортных средств."", ""Место, где разрешена остановка транспортных средств для высадки пассажиров или разгрузки груза."", ""Место, где запрещена стоянка транспортных средств.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/1.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Разрешается ли водителю пересекать сплошную линию разметки, обозначающую границы стояночных мест транспортных средств?"", ""options"": [""Запрещается."", ""Разрешается.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/2.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""По какому пути из числа обозначенных стрелками разрешено движение?"", ""options"": [""Только прямо."", ""Налево и в обратном направлении."", ""Прямо, налево и в обратном направлении.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/3.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Что обозначает данная разметка?"", ""options"": [""Пешеходный переход, где движение регулируется светофором."", ""Место, где велосипедная дорожка пересекает проезжую часть."", ""Место, где пешеходная дорожка пересекает проезжую часть. .""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/4.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Сколько полос для движения имеет дорога, где транспортные потоки противоположных направлений разделяются двойными сплошными линиями?"", ""options"": [""Две полосы."", ""Две или три полосы."", ""Три полосы."", ""Четыре или более полос.""], ""correct_index"": 3, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/5.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""О чем предупреждает разметка в виде стрелок на проезжей части?"", ""options"": [""Предупреждают водителя о приближении к опасному участку дороги."", ""Предупреждают о приближении к концу полосы движения."", ""Указывают направление опасного поворота дороги.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/6.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Какая из этих линий разметки используется для обозначения границ полос движения, на которых осуществляется реверсивное движение?"", ""options"": [""Линия 1."", ""Линия 2."", ""Линия 3."", ""Линия 2 и 3."", ""Линия 3 и 4.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/7.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Где наносится сплошная желтая линия, обозначающая места, запрещающие остановки и стоянки?"", ""options"": [""На проезжей части."", ""У края проезжей части."", ""У края проезжей части или по верху бордюров."", ""Только по верху бордюра.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/8.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""С каким дорожным знаком может быть применена разметка в виде желтой прерывистой линии?"", ""options"": ["",,Остановка запрещена''."", "",,Стоянка запрещена\""."", "",,Стоянка по нечетным числам месяца запрещена\"".""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/9.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Каким транспортным средствам разрешено движение по правой полосе проезжей части?"", ""options"": [""Всем механическим транспортным средствам."", ""Транспортным средствам общего пользования и такси."", ""Только велосипедам."", ""Только транспортным средствам общего пользования.""], ""correct_index"": 3, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/10.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Эта дорожная разметка имеет следующее назначение:"", ""options"": [""Обозначение стояночных мест, где указаны способы постановки механических транспортных средств на околотротуарной стоянке."", ""Обозначение мест, где запрещена остановка механических транспортных средств."", ""Обозначение остановок транспортных средств общего пользования и стоянки такси.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/11.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Эта горизонтальная дорожная разметка обозначает:"", ""options"": [""Сужение проезжей части, где уменьшается количество полос движения в данном направлении."", ""Место, где водитель должен при необходимости остановиться, уступая дорогу транспортным средствам, движущимся по пересекаемой дороге."", ""Приближение к месту, где запрещена остановка.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/12.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Разрешается ли заезжать на направляющий островок, размеченный широкими белыми линиями?"", ""options"": [""Разрешается только для остановки."", ""Разрешается при движении задним ходом."", ""Запрещается.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/13.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": "" Что обязан выполнить водитель транспортного средства, приблизившись к перекрестку, перед которым нанесена ,,Cтоп-линия\"" и включен зеленый сигнал светофора?"", ""options"": [""[\""Остановиться у ,,Cтоп-линии\"", а затем возобновить движение.\"", \""Продолжить движение через перекресток без остановки.\""]""], ""correct_index"": 1, ""question_image"": null}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Что означает эта разметка?"", ""options"": [""Пешеходный переход."", ""Место, где велосипедная дорожка пересекает проезжую часть."", ""Место перегона скота.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/15.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Где должен водитель остановить транспортное средство при наличии этой разметки?"", ""options"": [""У данной разметки."", ""На данной разметке."", ""Не ближе 5 метров перед данной разметкой.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/16.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Что означает эта разметка?"", ""options"": [""Полосу для движения транспортных средств общего пользования."", ""Полосу движения специальных автомобилей."", ""Обозначает границы полос движения, на которых осуществляется реверсивное регулирование.""], ""correct_index"": 2, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/17.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Разрешается ли в этом месте произвести разворот?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/18.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Разрешается ли водителю туристического автобуса заезжать на полосу ,,А\"" при наличии данной разметки?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/19.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Что обозначает разметка в виде широкой прерывистой линии?"", ""options"": [""Границу между проезжей частью и обочиной."", ""Границу между полосой разгона и основной полосой проезжей части."", ""Границу между полосой торможения и основной полосой проезжей части.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/20.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Какому автомобилю разрешается остановка в зоне действия этих знаков?"", ""options"": [""Красному."", ""Обоим автомобилям."", ""Ни одному."", ""Желтому, обозначенному опознавательным знаком ,,Инвалид\"".""], ""correct_index"": 3, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/21.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""На каком рисунке водитель правильно остановил свой автомобиль для высадки пассажиров?"", ""options"": [""На левом рисунке."", ""На обоих рисунках."", ""На правом рисунке.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/22.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Каким транспортным средствам разрешена стоянка?"", ""options"": [""Только мотоциклу."", ""Только грузовому автомобилю."", ""Только легковому автомобилю."", ""Легковому автомобилю и мотоциклу."", ""Всем транспортным средствам.""], ""correct_index"": 3, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/23.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Стоянка запрещена:"", ""options"": [""На мостах, эстакадах и путепроводах."", ""Под мостами, эстакадами и путепроводами."", ""Во всех перечисленных случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Разрешается ли произвести высадку пассажиров в месте, где нанесена по верху бордюра сплошная желтая линия в сочетании со знаком ,,Остановка запрещена\""?."", ""options"": [""Разрешается."", ""Запрещается."", ""Разрешается в отсутствии транспортных средств общего пользования."", ""Разрешается только транспортным средствам общего пользования.""], ""correct_index"": 1, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/25.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Действует ли запрещающий знак на тот участок дороги, где остановился водитель?"", ""options"": [""Действует."", ""Не действует.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/26.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Разрешается ли стоянка автомобиля в этом месте?"", ""options"": [""Разрешается."", ""Запрещается.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/27.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Ближе какого расстояния от железнодорожных переездов запрещается стоянка транспортных средств?"", ""options"": [""1, 300 м"", ""2. 150 м"", ""3. 100 м"", ""4. 50 м"", ""5. 25 м""], ""correct_index"": 4, ""question_image"": null}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Разрешается ли в данной ситуации остановиться для высадки пассажира?"", ""options"": [""Разрешается, если это не создает помех транспортным средствам общего пользования."", ""Запрещается.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/29.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Кто из водителей обязан остановиться?"", ""options"": [""Водитель легкового автомобиля."", ""Водитель автобуса."", ""Оба водителя.""], ""correct_index"": 0, ""question_image"": ""https://cdn.jsdelivr.net/gh/vladfediushin/driving-assets@main/Armenia/7/images/30.jpg""}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
"{""question"": ""Сигналом остановки поезда служит?"", ""options"": [""Круговое движение руки (днем с лоскутом яркой материи или каким-либо хорошо видимым предметом, ночью с факелом или фонарем)."", ""Поднятая над головой рука с жезлом или красным флагом."", ""Вытянутая вперед рука."", ""Покачивание вверх и вниз вытянутой вперед рукой.""], ""correct_index"": 0, ""question_image"": null}","Группа № 7. Дорожная разметка, остановка, стоянка",am,ru
